date,symbol,open,high,low,close,volume
2024-08-02,0050,87.32,89.68,86.23,89.03,13648127
2024-08-05,0050,88.92,89.77,88.49,89.46,11601655
2024-08-06,0050,89.73,91.04,88.11,88.62,8245388
2024-08-07,0050,88.89,89.41,86.38,87.21,9521087
2024-08-08,0050,87.16,88.37,86.77,88.1,8427923
2024-08-09,0050,88.07,91.0,87.73,90.23,8625074
2024-08-12,0050,90.63,90.98,89.77,90.0,10681924
2024-08-13,0050,90.59,91.26,89.78,90.56,11776929
2024-08-14,0050,90.21,90.36,89.27,89.33,11887895
2024-08-15,0050,89.36,90.05,88.09,89.66,8728584
2024-08-16,0050,89.14,92.14,88.89,91.89,10886974
2024-08-19,0050,91.5,91.54,89.87,90.7,11528797
2024-08-20,0050,90.45,93.33,90.38,92.7,9492252
2024-08-21,0050,92.87,93.8,91.22,92.14,8607939
2024-08-22,0050,92.12,93.71,91.83,93.27,8996481
2024-08-23,0050,93.38,95.88,92.92,95.24,15344625
2024-08-26,0050,94.97,97.23,94.48,96.76,10067014
2024-08-27,0050,96.93,98.07,95.9,95.97,7941686
2024-08-28,0050,95.8,97.14,94.48,95.43,11439118
2024-08-29,0050,95.33,95.34,94.29,95.16,10454384
2024-08-30,0050,95.08,97.17,94.44,96.65,11139142
2024-09-02,0050,96.93,97.51,94.8,94.97,6460640
2024-09-03,0050,95.52,96.73,94.13,94.84,13262174
2024-09-04,0050,95.2,95.6,94.44,94.81,8169332
2024-09-05,0050,95.3,95.63,92.23,92.49,7391558
2024-09-06,0050,93.14,94.48,92.23,92.29,8492332
2024-09-09,0050,92.65,93.31,90.85,91.16,9080426
2024-09-10,0050,91.75,92.5,89.88,90.66,5490378
2024-09-11,0050,91.42,92.45,90.49,90.61,8302277
2024-09-12,0050,91.23,91.87,89.07,89.33,8749084
2024-09-13,0050,88.94,89.49,85.75,86.56,6069034
2024-09-16,0050,86.91,86.92,85.59,86.18,8622374
2024-09-17,0050,86.1,88.45,85.29,87.98,6643495
2024-09-18,0050,87.82,88.3,86.94,87.77,9226752
2024-09-19,0050,87.81,88.86,86.77,87.0,8487385
2024-09-20,0050,86.98,87.02,85.81,86.82,7122878
2024-09-23,0050,86.6,88.22,85.66,87.91,9699034
2024-09-24,0050,88.18,88.61,87.63,88.15,7132702
2024-09-25,0050,87.91,90.2,87.49,89.13,7991590
2024-09-26,0050,89.14,90.4,88.62,89.96,9270131
2024-09-27,0050,89.92,90.46,88.43,89.27,7686632
2024-09-30,0050,89.22,91.69,88.74,91.23,6124960
2024-10-01,0050,91.04,92.0,89.59,90.12,7060017
2024-10-02,0050,90.68,92.48,90.44,91.47,6995669
2024-10-03,0050,91.56,93.94,90.74,93.48,9106347
2024-10-04,0050,93.56,94.47,92.74,92.86,7565529
2024-10-07,0050,92.5,92.85,90.92,91.65,7082792
2024-10-08,0050,91.66,91.79,90.25,90.96,9153084
2024-10-09,0050,90.88,91.57,90.69,90.89,8186279
2024-10-10,0050,90.85,94.82,90.03,94.3,9954133
2024-10-11,0050,93.48,96.21,91.96,95.42,8252262
2024-10-14,0050,95.53,95.62,93.1,94.13,6194429
2024-10-15,0050,93.8,94.59,92.68,94.23,7480111
2024-10-16,0050,93.8,93.94,93.53,93.62,7480950
2024-10-17,0050,93.41,95.91,93.12,94.75,7018991
2024-10-18,0050,95.12,96.49,93.45,93.55,6883199
2024-10-21,0050,93.0,95.77,91.99,94.99,7434133
2024-10-22,0050,95.66,96.98,95.09,95.64,6668898
2024-10-23,0050,96.01,96.06,94.14,94.61,7491103
2024-10-24,0050,94.71,96.25,93.54,94.06,6817314
2024-10-25,0050,94.15,96.35,93.52,95.23,7073626
2024-10-28,0050,94.61,94.74,92.51,93.22,5811062
2024-10-29,0050,93.23,95.12,92.98,94.64,8343332
2024-10-30,0050,94.27,95.28,93.06,93.75,7186780
2024-10-31,0050,93.76,95.21,93.5,94.5,10944523
2024-11-01,0050,94.43,95.3,92.44,93.27,32639916
2024-11-04,0050,93.67,94.93,91.9,92.36,7684963
2024-11-05,0050,92.23,93.41,91.62,91.8,6492136
2024-11-06,0050,92.03,94.95,91.64,93.6,7928801
2024-11-07,0050,93.65,93.75,92.07,92.88,8281338
2024-11-08,0050,92.73,93.06,91.91,92.84,6381265
2024-11-11,0050,93.61,94.73,93.43,93.43,7215799
2024-11-12,0050,93.4,93.96,92.7,93.93,8005347
2024-11-13,0050,93.83,97.13,93.74,96.11,6727245
2024-11-14,0050,96.52,97.17,95.94,96.96,6372862
2024-11-15,0050,97.29,97.7,96.29,96.78,6733468
2024-11-18,0050,96.81,97.0,94.94,95.39,21879687
2024-11-19,0050,95.91,96.43,92.98,94.25,8274449
2024-11-20,0050,94.5,94.94,93.6,94.24,8428406
2024-11-21,0050,94.6,96.08,93.56,95.94,8193596
2024-11-22,0050,96.02,96.52,93.77,94.92,9226187
2024-11-25,0050,95.27,96.25,94.31,95.18,11317946
2024-11-26,0050,95.25,96.95,94.71,95.9,8908261
2024-11-27,0050,96.52,98.49,96.12,97.91,11639450
2024-11-28,0050,98.03,99.34,97.31,98.87,8998450
2024-11-29,0050,98.92,99.62,97.67,98.11,10734338
2024-12-02,0050,98.49,100.14,97.6,99.65,9341183
2024-12-03,0050,99.92,100.58,96.59,98.2,12087419
2024-12-04,0050,98.3,99.72,98.1,99.06,6862602
2024-12-05,0050,99.04,99.28,97.67,98.05,9057109
2024-12-06,0050,97.79,98.27,96.53,97.82,10762509
2024-12-09,0050,97.79,98.37,96.9,97.19,8389045
2024-12-10,0050,97.02,98.55,96.46,98.39,9922503
2024-12-11,0050,98.37,99.3,95.33,96.08,14626097
2024-12-12,0050,96.64,99.23,95.77,97.55,10158877
2024-12-13,0050,97.33,99.35,97.0,98.71,10674285
2024-12-16,0050,98.44,99.2,97.43,97.97,7071629
2024-12-17,0050,97.52,97.76,95.54,96.28,10474285
2024-12-18,0050,96.57,98.54,95.76,97.53,10520633
2024-12-19,0050,97.89,99.59,96.81,98.85,6679457
2024-12-20,0050,98.73,99.77,97.32,98.53,7889389
2024-12-23,0050,98.06,100.36,97.57,100.22,9719422
2024-12-24,0050,100.48,101.36,97.37,98.37,9562073
2024-12-25,0050,98.36,99.61,97.82,98.35,8736965
2024-12-26,0050,97.92,98.87,97.38,98.38,9253220
2024-12-27,0050,98.63,99.12,98.07,98.48,10141230
2024-12-30,0050,97.79,99.27,97.38,98.5,13146552
2024-12-31,0050,98.96,99.41,98.51,99.22,8394835
2025-01-01,0050,99.72,100.91,98.27,98.4,9684061
2025-01-02,0050,98.63,98.74,98.3,98.34,11500026
2025-01-03,0050,98.16,98.82,95.33,96.06,10272636
2025-01-06,0050,96.39,97.08,95.34,95.67,10613101
2025-01-07,0050,96.32,97.2,95.09,96.13,9442541
2025-01-08,0050,96.04,96.56,95.36,95.55,13228419
2025-01-09,0050,95.43,97.41,94.77,96.59,11976711
2025-01-10,0050,96.53,97.09,94.24,95.05,9381167
2025-01-13,0050,94.64,95.19,91.65,92.22,14194588
2025-01-14,0050,92.25,93.44,91.29,92.89,9403368
2025-01-15,0050,92.49,93.84,91.79,92.76,9179550
2025-01-16,0050,92.95,93.41,92.3,92.65,9236433
2025-01-17,0050,92.52,93.44,92.46,93.05,10496552
2025-01-20,0050,92.93,93.57,92.04,92.88,11693822
2025-01-21,0050,92.79,93.86,92.62,93.51,9219184
2025-01-22,0050,93.22,94.16,93.02,93.56,7568002
2025-01-23,0050,93.38,94.75,93.23,94.5,10951691
2025-01-24,0050,94.35,96.58,93.38,96.09,7282718
2025-01-27,0050,97.03,98.85,96.48,98.38,8807641
2025-01-28,0050,98.21,99.12,97.55,98.09,8451414
2025-01-29,0050,98.29,98.42,97.85,97.91,14152519
2025-01-30,0050,97.86,98.29,96.39,97.18,13502198
2025-01-31,0050,96.59,97.93,96.17,97.88,9278361
2025-02-03,0050,98.2,98.37,94.74,95.88,13404354
2025-02-04,0050,96.05,96.16,94.81,95.62,8756445
2025-02-05,0050,95.51,95.91,93.96,94.4,11265278
2025-02-06,0050,95.05,95.12,92.37,93.53,7837101
2025-02-07,0050,93.35,93.99,92.49,93.56,12214566
2025-02-10,0050,93.4,95.55,93.14,94.92,7727497
2025-02-11,0050,94.75,95.41,93.48,93.63,9073267
2025-02-12,0050,94.05,95.71,94.01,95.36,9842316
2025-02-13,0050,95.78,96.28,91.5,92.73,6574336
2025-02-14,0050,92.69,94.22,92.65,93.78,9887347
2025-02-17,0050,94.45,95.51,94.1,94.56,7339249
2025-02-18,0050,95.12,95.39,91.92,93.03,9566835
2025-02-19,0050,92.92,94.23,92.37,93.42,8062042
2025-02-20,0050,93.37,94.49,92.59,94.23,8431327
2025-02-21,0050,94.06,94.91,92.84,94.8,11153480
2025-02-24,0050,94.66,96.29,93.57,95.83,7843143
2025-02-25,0050,96.55,97.11,93.89,95.13,6434657
2025-02-26,0050,95.92,96.5,95.27,95.74,6642191
2025-02-27,0050,95.45,97.56,95.35,97.01,10743384
2025-02-28,0050,97.0,98.52,95.82,98.38,7529386
2025-03-03,0050,97.69,98.02,97.08,97.1,7123949
2025-03-04,0050,96.95,98.72,96.65,97.99,7992328
2025-03-05,0050,97.86,101.03,97.83,100.28,10297297
2025-03-06,0050,100.7,101.25,98.88,99.73,8766345
2025-03-07,0050,100.16,100.46,98.31,99.21,7186295
2025-03-10,0050,99.03,100.27,98.86,99.65,8001920
2025-03-11,0050,99.44,100.3,98.79,99.73,6802919
2025-03-12,0050,99.33,101.13,98.31,99.6,7933746
2025-03-13,0050,98.81,101.45,98.38,101.03,5859276
2025-03-14,0050,101.11,102.09,100.62,100.76,8027353
2025-03-17,0050,100.9,101.3,99.64,100.81,7298167
2025-03-18,0050,100.49,103.9,99.91,102.98,6981034
2025-03-19,0050,102.85,104.27,102.21,103.78,9279290
2025-03-20,0050,104.57,105.97,104.48,105.34,6823838
2025-03-21,0050,104.92,106.71,103.35,105.38,8003585
2025-03-24,0050,104.84,106.68,104.18,105.4,6960603
2025-03-25,0050,105.15,106.73,105.12,106.03,8910053
2025-03-26,0050,106.52,107.08,105.35,105.92,5889391
2025-03-27,0050,105.55,107.35,104.92,106.92,7491225
2025-03-28,0050,106.82,107.8,104.28,104.75,7047527
2025-03-31,0050,104.7,105.18,104.09,104.99,8792915
2025-04-01,0050,104.83,104.88,102.67,103.69,7249495
2025-04-02,0050,103.73,103.85,102.46,102.66,5685511
2025-04-03,0050,103.21,103.53,100.57,101.37,6385498
2025-04-04,0050,100.95,102.95,100.32,102.32,11336165
2025-04-07,0050,102.07,104.02,100.59,103.12,5588310
2025-04-08,0050,103.02,103.46,101.62,102.1,5958584
2025-04-09,0050,101.52,104.38,100.48,103.84,7540457
2025-04-10,0050,103.28,103.81,102.34,102.65,7919187
2025-04-11,0050,102.98,103.65,100.27,100.95,9962723
2025-04-14,0050,100.66,101.04,99.92,100.44,7618956
2025-04-15,0050,99.63,100.01,98.73,99.47,8000541
2025-04-16,0050,100.25,101.84,99.09,100.92,9037210
2025-04-17,0050,101.67,104.03,100.77,103.02,7652872
2025-04-18,0050,102.88,103.87,102.56,103.0,7741710
2025-04-21,0050,103.71,104.24,99.33,100.11,10513851
2025-04-22,0050,100.69,100.79,98.93,100.5,9929166
2025-04-23,0050,101.07,101.2,100.29,100.77,10691669
2025-04-24,0050,101.0,101.82,97.17,98.54,6261583
2025-04-25,0050,98.32,100.89,98.21,100.47,6913967
2025-04-28,0050,100.02,101.89,99.69,100.98,6828426
2025-04-29,0050,101.12,101.61,99.75,100.37,9726927
2025-04-30,0050,100.24,101.88,99.61,101.69,9435333
2025-05-01,0050,101.33,101.65,99.42,99.94,7636301
2025-05-02,0050,99.3,100.84,98.83,100.81,8571099
2025-05-05,0050,100.57,101.01,98.64,99.08,9183377
2025-05-06,0050,99.66,100.45,98.04,98.31,9179848
2025-05-07,0050,98.79,99.15,97.59,98.49,9182924
2025-05-08,0050,98.99,100.95,98.5,100.27,10081058
2025-05-09,0050,100.95,101.58,99.64,100.08,8552418
2025-05-12,0050,100.3,100.58,97.62,98.65,7429702
2025-05-13,0050,99.1,99.36,97.43,98.82,8764437
2025-05-14,0050,99.05,99.93,98.31,99.02,11422335
2025-05-15,0050,99.71,100.52,98.28,99.66,11322034
2025-05-16,0050,100.7,101.07,96.35,97.52,9753266
2025-05-19,0050,97.25,99.63,96.77,98.79,12999514
2025-05-20,0050,99.16,99.6,98.6,99.33,10614007
2025-05-21,0050,99.72,100.17,99.01,99.63,12282009
2025-05-22,0050,99.86,100.33,96.7,96.93,10622482
2025-05-23,0050,97.33,98.92,96.4,98.38,11765288
2025-05-26,0050,98.11,98.64,97.19,98.3,10048618
2025-05-27,0050,97.64,98.55,96.72,97.09,10807207
2025-05-28,0050,96.58,99.13,96.07,98.56,10961727
2025-05-29,0050,98.03,100.88,97.04,100.05,9948301
2025-05-30,0050,100.22,100.96,99.08,99.91,11432333
2025-06-02,0050,100.3,101.37,98.09,98.76,7928757
2025-06-03,0050,98.83,98.97,98.2,98.65,8079609
2025-06-04,0050,98.71,99.45,97.98,99.39,10339736
2025-06-05,0050,99.23,100.31,98.94,100.03,9506503
2025-06-06,0050,100.09,100.61,99.65,100.08,9853386
2025-06-09,0050,99.77,103.5,97.86,103.11,11343076
2025-06-10,0050,103.46,103.71,100.45,101.43,10136500
2025-06-11,0050,102.08,102.93,99.92,100.92,11395557
2025-06-12,0050,101.17,102.27,99.75,100.41,14579051
2025-06-13,0050,100.49,102.17,99.84,101.46,8414431
2025-06-16,0050,101.55,101.99,100.63,101.37,10574202
2025-06-17,0050,101.64,103.02,101.59,102.34,14524736
2025-06-18,0050,102.31,102.78,101.78,102.19,13872756
2025-06-19,0050,102.37,104.5,101.51,103.92,10625833
2025-06-20,0050,104.06,104.5,102.98,103.71,10851583
2025-06-23,0050,103.45,105.41,103.2,104.48,9408166
2025-06-24,0050,104.03,105.08,103.62,103.85,9165729
2025-06-25,0050,103.61,105.99,103.41,105.44,12029924
2025-06-26,0050,105.75,107.4,105.08,106.53,9382329
2025-06-27,0050,107.08,108.05,105.18,105.52,10336724
2025-06-30,0050,105.04,105.87,104.59,105.16,8601791
2025-07-01,0050,104.51,104.98,102.74,103.32,8674193
2025-07-02,0050,103.3,105.02,102.75,104.16,8760921
2025-07-03,0050,103.63,105.18,103.4,104.33,11833651
2025-07-04,0050,104.77,104.93,103.59,103.93,10671077
2025-07-07,0050,104.62,106.06,103.22,105.41,9391132
2025-07-08,0050,105.02,107.65,104.66,106.83,8025339
2025-07-09,0050,106.27,108.28,105.25,107.46,8904005
2025-07-10,0050,107.25,107.48,105.64,106.23,9845791
2025-07-11,0050,106.94,107.28,104.64,105.87,7947615
2025-07-14,0050,106.37,107.49,105.53,105.99,10501859
2025-07-15,0050,105.76,107.45,104.34,106.55,10253594
2025-07-16,0050,106.84,107.32,106.0,107.3,7772152
2025-07-17,0050,108.23,108.77,106.24,106.57,11377666
2025-07-18,0050,106.38,107.55,104.73,105.38,6913870
2025-07-21,0050,105.22,107.39,104.84,106.1,10958313
2025-07-22,0050,105.74,108.95,104.94,108.38,7695792
2025-07-23,0050,108.28,110.41,107.6,109.73,32048835
2025-07-24,0050,109.49,110.09,108.33,108.97,8132951
2025-07-25,0050,108.18,109.76,107.65,109.42,7468375
2025-07-28,0050,109.43,112.33,108.98,111.59,8600106
2025-07-29,0050,111.51,111.76,109.45,109.99,5385303
2025-07-30,0050,110.63,111.66,107.3,108.53,10849647
2025-07-31,0050,108.33,109.63,107.18,109.43,8464860
2025-08-01,0050,109.27,114.3,108.68,112.73,10536628
2025-08-04,0050,112.27,115.52,112.06,115.06,6574449
2025-08-05,0050,114.96,116.73,114.02,116.01,5816180
2025-08-06,0050,115.84,118.78,114.86,117.83,10301873
2025-08-07,0050,116.82,118.44,116.03,117.71,6621206
2025-08-08,0050,117.54,118.02,116.52,117.94,7142948
2025-08-11,0050,117.73,119.01,116.71,117.4,7951107
2025-08-12,0050,117.62,118.96,115.8,116.81,8798204
2025-08-13,0050,116.16,117.98,115.56,117.69,6769929
2025-08-14,0050,116.8,116.88,115.63,116.21,7563351
2025-08-15,0050,116.25,116.74,113.94,115.14,7387921
2025-08-18,0050,115.23,116.17,114.58,116.13,6050550
2025-08-19,0050,115.78,116.88,115.71,116.0,7533462
2025-08-20,0050,116.43,117.17,115.72,116.83,7725707
2025-08-21,0050,116.14,119.31,114.14,119.03,7081780
2025-08-22,0050,118.75,119.35,115.55,116.36,8570452
2025-08-25,0050,116.14,117.26,115.0,115.11,5819261
2025-08-26,0050,114.77,115.38,114.66,114.83,7650475
2025-08-27,0050,115.08,115.86,113.87,114.65,5661245
2025-08-28,0050,114.5,115.97,113.33,115.36,6442600
2025-08-29,0050,116.02,118.31,115.78,117.26,4943240
2025-09-01,0050,117.31,119.16,116.05,118.8,6273111
2025-09-02,0050,119.05,119.24,117.57,118.23,8916239
2025-09-03,0050,118.82,120.07,117.84,118.56,4818040
2025-09-04,0050,118.92,118.94,116.46,117.01,7812516
2025-09-05,0050,116.74,119.51,116.07,119.11,7849458
2025-09-08,0050,119.61,119.94,118.15,118.92,8008833
2025-09-09,0050,118.99,120.08,116.73,117.53,27790124
2025-09-10,0050,117.23,118.51,115.67,116.66,6199086
2025-09-11,0050,115.56,117.38,114.42,116.95,7322645
2025-09-12,0050,115.53,117.66,114.69,117.14,8188898
2025-09-15,0050,117.04,119.16,116.96,118.52,7302988
2025-09-16,0050,117.65,117.84,115.35,116.76,7264351
2025-09-17,0050,116.52,117.23,115.38,117.1,5195271
2025-09-18,0050,117.07,117.88,115.99,116.35,5559042
2025-09-19,0050,116.0,116.33,114.12,115.26,6269780
2025-09-22,0050,115.33,116.84,114.7,115.7,9069403
2025-09-23,0050,115.9,115.9,114.96,115.49,8491971
2025-09-24,0050,115.71,116.57,114.33,116.12,7369540
2025-09-25,0050,116.39,118.24,115.84,116.73,7183624
2025-09-26,0050,117.46,118.36,113.77,114.66,14294417
2025-09-29,0050,114.07,115.74,113.83,115.14,7669806
2025-09-30,0050,114.87,114.92,113.19,114.61,8777497
2025-10-01,0050,114.96,115.87,113.52,114.33,9503683
2025-10-02,0050,114.64,115.67,113.78,114.54,8156252
2025-10-03,0050,114.32,117.56,113.45,116.67,7681936
2025-10-06,0050,116.51,116.98,115.55,115.57,7702046
2025-10-07,0050,116.16,117.11,115.46,115.97,9819271
2025-10-08,0050,116.18,116.87,114.62,115.22,8676596
2025-10-09,0050,115.84,116.53,114.03,115.22,10572601
2025-10-10,0050,114.4,117.39,113.92,116.17,10256042
2025-10-13,0050,115.62,117.23,114.6,114.85,11191586
2025-10-14,0050,114.65,115.71,114.56,115.04,9171134
2025-10-15,0050,114.86,115.97,112.77,113.57,7108139
2025-10-16,0050,113.57,115.2,112.55,114.76,9090449
2025-10-17,0050,115.61,116.29,112.54,113.18,8788689
2025-10-20,0050,112.95,114.84,112.57,114.81,12109825
2025-10-21,0050,114.7,117.32,113.67,115.99,9168321
2025-10-22,0050,116.14,116.45,115.09,115.79,10252533
2025-10-23,0050,115.7,116.25,112.33,113.47,7014125
2025-10-24,0050,113.25,114.37,112.32,112.98,13610601
2025-10-27,0050,112.8,114.7,112.28,113.91,11582749
2025-10-28,0050,113.53,114.42,110.89,112.12,6722007
2025-10-29,0050,112.05,114.17,111.38,113.99,7636926
2025-10-30,0050,113.96,114.97,113.53,113.99,8289551
2025-10-31,0050,114.01,114.8,113.13,113.46,11970732
2025-11-03,0050,113.06,113.5,111.48,112.64,9990693
2025-11-04,0050,113.06,114.7,110.97,111.73,12840236
2025-11-05,0050,111.46,113.84,111.36,113.15,9955348
2025-11-06,0050,112.96,113.3,111.78,112.32,11414373
2025-11-07,0050,111.49,112.53,111.48,112.19,10876793
2025-11-10,0050,112.31,113.22,111.52,112.9,9595172
2025-11-11,0050,113.23,114.28,110.29,111.38,9384911
2025-11-12,0050,111.16,113.96,110.72,112.99,10080018
2025-11-13,0050,112.85,113.57,109.25,109.73,14422484
2025-11-14,0050,109.49,109.75,107.82,108.23,12675427
2025-11-17,0050,107.93,110.52,107.78,110.18,13329905
2025-11-18,0050,110.13,111.73,110.04,111.69,10869815
2025-11-19,0050,110.76,112.98,109.38,112.45,10135578
2025-11-20,0050,112.74,114.68,112.2,114.49,10293318
2025-11-21,0050,114.04,115.42,112.97,113.21,12778514
2025-11-24,0050,113.2,114.13,112.24,112.64,11639312
2025-11-25,0050,112.84,113.28,109.35,109.91,12231109
2025-11-26,0050,109.33,110.9,108.98,110.75,10819272
2025-11-27,0050,110.75,111.55,107.55,108.08,11467319
2025-11-28,0050,107.85,108.59,107.14,108.4,8758896
2025-12-01,0050,108.61,109.87,107.04,107.67,11445401
2025-12-02,0050,107.78,108.4,104.68,105.83,9359259
2025-12-03,0050,106.28,106.88,105.39,105.55,16253395
2025-12-04,0050,105.53,106.31,103.48,104.21,9872850
2025-12-05,0050,104.12,104.28,102.49,104.01,9765574
2025-12-08,0050,103.87,105.26,103.43,104.78,7641577
2025-12-09,0050,104.61,105.73,104.48,104.6,9046796
2025-12-10,0050,105.21,105.47,102.65,103.5,11872988
2025-12-11,0050,102.93,103.4,101.96,103.35,7890833
2025-12-12,0050,103.39,104.64,102.58,103.86,8307563
2025-12-15,0050,104.16,104.52,102.16,102.67,10960343
2025-12-16,0050,102.86,104.05,100.8,101.42,11573346
2025-12-17,0050,102.06,102.24,101.02,101.63,10829694
2025-12-18,0050,102.1,102.53,99.98,101.42,13936197
2025-12-19,0050,101.65,102.89,101.52,101.79,7444243
2025-12-22,0050,101.9,103.88,101.29,103.35,6079836
2025-12-23,0050,103.04,104.14,102.01,103.14,10266760
2025-12-24,0050,102.52,104.52,101.65,103.66,11469497
2025-12-25,0050,102.95,106.79,102.64,106.32,9364104
2025-12-26,0050,106.22,107.44,106.05,106.36,7452588
2025-12-29,0050,106.21,106.32,104.47,105.08,8638149
2025-12-30,0050,105.45,106.06,103.05,104.11,8506173
2025-12-31,0050,103.88,104.73,102.96,104.11,8098885
2021-01-01,2330,581.76,583.9,569.08,574.49,8163253
2021-01-04,2330,571.84,585.17,569.81,585.12,6355891
2021-01-05,2330,586.57,590.08,573.21,575.55,7681201
2021-01-06,2330,579.35,581.13,571.17,571.57,9596325
2021-01-07,2330,576.23,578.48,564.89,570.24,10199792
2021-01-08,2330,568.54,573.64,562.11,566.81,6572781
2021-01-11,2330,561.06,565.76,556.51,559.28,8303738
2021-01-12,2330,556.82,559.1,546.25,548.07,8810095
2021-01-13,2330,553.04,556.32,546.27,552.04,7491846
2021-01-14,2330,551.26,551.48,537.8,541.08,7621395
2021-01-15,2330,544.84,546.94,528.24,528.53,10391962
2021-01-18,2330,530.83,532.46,522.03,524.04,9478482
2021-01-19,2330,525.65,530.88,521.39,527.9,10261679
2021-01-20,2330,527.6,529.42,523.17,529.3,9103732
2021-01-21,2330,532.01,532.16,520.18,526.81,9057568
2021-01-22,2330,525.98,529.3,523.11,528.95,9718143
2021-01-25,2330,528.53,534.85,528.44,533.37,13314275
2021-01-26,2330,536.42,537.63,523.74,526.51,10353601
2021-01-27,2330,529.87,533.21,517.37,521.46,8859874
2021-01-28,2330,524.76,528.59,517.98,525.72,8365294
2021-01-29,2330,526.74,531.58,523.13,530.67,9389062
2021-02-01,2330,531.43,534.93,522.37,525.37,9294969
2021-02-02,2330,524.59,528.37,522.8,524.93,15228839
2021-02-03,2330,523.7,525.79,508.87,516.18,7463571
2021-02-04,2330,516.7,522.76,511.04,518.95,11807570
2021-02-05,2330,519.35,520.11,512.97,516.27,8237881
2021-02-08,2330,512.79,519.17,512.39,515.25,9773316
2021-02-09,2330,513.5,518.95,503.55,507.79,11712489
2021-02-10,2330,506.22,523.63,506.15,517.42,10896719
2021-02-11,2330,515.5,519.86,509.46,514.49,11232437
2021-02-12,2330,514.76,520.13,511.05,515.94,10495270
2021-02-15,2330,517.68,517.95,514.5,517.34,7413791
2021-02-16,2330,520.73,522.87,515.8,519.18,10881757
2021-02-17,2330,518.1,521.96,503.6,506.43,7949549
2021-02-18,2330,508.46,517.1,503.62,513.25,9827831
2021-02-19,2330,512.6,520.14,510.82,516.8,11834600
2021-02-22,2330,519.65,528.66,518.51,526.36,11823677
2021-02-23,2330,527.05,531.77,522.99,529.93,7699075
2021-02-24,2330,532.85,540.78,528.15,534.09,7267757
2021-02-25,2330,538.67,540.03,532.41,535.49,11964871
2021-02-26,2330,540.8,542.46,538.49,539.59,11505073
2021-03-01,2330,539.17,542.26,526.59,531.98,10252321
2021-03-02,2330,531.13,540.84,519.39,535.03,10334139
2021-03-03,2330,532.26,537.66,529.52,535.81,8235776
2021-03-04,2330,539.62,545.55,532.96,535.84,7246644
2021-03-05,2330,535.73,545.07,530.99,544.57,10757454
2021-03-08,2330,542.78,545.79,524.13,528.85,8090859
2021-03-09,2330,530.39,532.58,519.43,523.71,7212053
2021-03-10,2330,525.29,528.97,510.34,515.34,7939871
2021-03-11,2330,518.14,518.19,504.93,510.55,10991142
2021-03-12,2330,509.15,517.36,506.52,515.95,6804905
2021-03-15,2330,517.28,521.73,509.2,510.12,9617092
2021-03-16,2330,513.2,517.45,507.78,513.03,9194097
2021-03-17,2330,510.39,522.05,507.41,519.19,8000003
2021-03-18,2330,520.51,526.04,517.75,522.09,7252309
2021-03-19,2330,522.82,530.11,520.09,529.09,5990783
2021-03-22,2330,528.67,531.41,522.15,529.45,6593142
2021-03-23,2330,534.08,539.59,530.93,534.07,6553580
2021-03-24,2330,533.19,534.92,523.83,525.47,7503179
2021-03-25,2330,526.49,527.05,523.24,524.96,7653666
2021-03-26,2330,528.82,532.48,523.62,523.86,8406752
2021-03-29,2330,523.6,528.03,516.77,527.42,6366352
2021-03-30,2330,527.84,536.2,521.07,531.73,8453524
2021-03-31,2330,534.09,535.94,524.79,528.3,5993583
2021-04-01,2330,528.41,532.36,521.46,521.88,8190872
2021-04-02,2330,524.56,526.96,516.1,516.88,7518459
2021-04-05,2330,519.51,522.62,508.57,511.33,8171298
2021-04-06,2330,508.69,512.58,504.48,505.29,5969747
2021-04-07,2330,506.35,510.99,504.57,510.49,6128130
2021-04-08,2330,512.34,523.75,508.09,521.5,5599018
2021-04-09,2330,521.72,525.79,514.52,517.42,7409887
2021-04-12,2330,517.08,520.53,514.86,518.04,7328345
2021-04-13,2330,518.45,521.39,517.41,520.72,7493405
2021-04-14,2330,521.04,532.35,517.44,530.05,5642063
2021-04-15,2330,530.44,540.29,527.61,538.5,6253406
2021-04-16,2330,538.07,550.74,533.61,547.11,5979063
2021-04-19,2330,547.72,548.64,543.88,548.52,6736207
2021-04-20,2330,548.6,553.38,542.38,549.52,5463592
2021-04-21,2330,550.98,555.35,543.11,547.4,11037758
2021-04-22,2330,549.87,554.2,548.76,551.57,6327852
2021-04-23,2330,552.47,560.65,549.62,556.42,6238463
2021-04-26,2330,558.03,563.26,554.26,555.36,7632061
2021-04-27,2330,556.4,559.31,544.4,551.16,6157390
2021-04-28,2330,552.5,553.88,549.32,552.48,6317698
2021-04-29,2330,551.51,557.27,547.23,549.21,7333103
2021-04-30,2330,546.14,555.87,545.95,551.42,7413355
2021-05-03,2330,551.44,551.89,544.64,548.2,7826662
2021-05-04,2330,546.87,551.15,538.73,543.03,4278771
2021-05-05,2330,544.18,561.19,541.23,556.3,4757188
2021-05-06,2330,555.04,565.53,552.2,560.94,6951307
2021-05-07,2330,562.88,563.58,547.54,555.87,9994380
2021-05-10,2330,558.7,570.11,552.74,566.9,6590452
2021-05-11,2330,570.3,576.3,553.2,556.47,5401924
2021-05-12,2330,552.42,558.1,552.19,552.69,7126816
2021-05-13,2330,549.54,553.36,544.68,547.24,7913924
2021-05-14,2330,545.58,547.52,537.57,539.05,9463862
2021-05-17,2330,539.25,554.16,536.66,552.66,8065684
