date,currency_pair,exchange_rate
2023-11-01,USD_TWD,29.2184
2023-11-02,USD_TWD,29.2456
2023-11-03,USD_TWD,29.226
2023-11-06,USD_TWD,29.179
2023-11-07,USD_TWD,29.1796
2023-11-08,USD_TWD,29.1639
2023-11-09,USD_TWD,29.1106
2023-11-10,USD_TWD,29.218
2023-11-13,USD_TWD,29.3118
2023-11-14,USD_TWD,29.3718
2023-11-15,USD_TWD,29.3231
2023-11-16,USD_TWD,29.3682
2023-11-17,USD_TWD,29.402
2023-11-20,USD_TWD,29.4255
2023-11-21,USD_TWD,29.4916
2023-11-22,USD_TWD,29.5254
2023-11-23,USD_TWD,29.5647
2023-11-24,USD_TWD,29.5986
2023-11-27,USD_TWD,29.6168
2023-11-28,USD_TWD,29.5217
2023-11-29,USD_TWD,29.5261
2023-11-30,USD_TWD,29.4966
2023-12-01,USD_TWD,29.4286
2023-12-04,USD_TWD,29.5177
2023-12-05,USD_TWD,29.6096
2023-12-06,USD_TWD,29.682
2023-12-07,USD_TWD,29.6956
2023-12-08,USD_TWD,29.7678
2023-12-11,USD_TWD,29.7685
2023-12-12,USD_TWD,29.7793
2023-12-13,USD_TWD,29.7207
2023-12-14,USD_TWD,29.742
2023-12-15,USD_TWD,29.7452
2023-12-18,USD_TWD,29.6755
2023-12-19,USD_TWD,29.6727
2023-12-20,USD_TWD,29.6685
2023-12-21,USD_TWD,29.7645
2023-12-22,USD_TWD,29.8124
2023-12-25,USD_TWD,29.813
2023-12-26,USD_TWD,29.8263
2023-12-27,USD_TWD,29.8287
2023-12-28,USD_TWD,29.8178
2023-12-29,USD_TWD,29.7597
2024-01-01,USD_TWD,29.7516
2024-01-02,USD_TWD,29.7117
2024-01-03,USD_TWD,29.6448
2024-01-04,USD_TWD,29.6721
2024-01-05,USD_TWD,29.693
2024-01-08,USD_TWD,29.5975
2024-01-09,USD_TWD,29.5909
2024-01-10,USD_TWD,29.644
2024-01-11,USD_TWD,29.7005
2024-01-12,USD_TWD,29.7553
2024-01-15,USD_TWD,29.7574
2024-01-16,USD_TWD,29.7122
2024-01-17,USD_TWD,29.6542
2024-01-18,USD_TWD,29.6726
2024-01-19,USD_TWD,29.6929
2024-01-22,USD_TWD,29.7617
2024-01-23,USD_TWD,29.8206
2024-01-24,USD_TWD,29.8135
2024-01-25,USD_TWD,29.7467
2024-01-26,USD_TWD,29.7296
2024-01-29,USD_TWD,29.7413
2024-01-30,USD_TWD,29.7304
2024-01-31,USD_TWD,29.6995
2024-02-01,USD_TWD,29.713
2024-02-02,USD_TWD,29.6861
2024-02-05,USD_TWD,29.6525
2024-02-06,USD_TWD,29.6691
2024-02-07,USD_TWD,29.6477
2024-02-08,USD_TWD,29.6607
2024-02-09,USD_TWD,29.6753
2024-02-12,USD_TWD,29.6144
2024-02-13,USD_TWD,29.5888
2024-02-14,USD_TWD,29.6653
2024-02-15,USD_TWD,29.6033
2024-02-16,USD_TWD,29.4905
2024-02-19,USD_TWD,29.3917
2024-02-20,USD_TWD,29.3932
2024-02-21,USD_TWD,29.3948
2024-02-22,USD_TWD,29.3886
2024-02-23,USD_TWD,29.4529
2024-02-26,USD_TWD,29.3112
2024-02-27,USD_TWD,29.332
2024-02-28,USD_TWD,29.4145
2024-02-29,USD_TWD,29.3548
2024-03-01,USD_TWD,29.3347
2024-03-04,USD_TWD,29.2949
2024-03-05,USD_TWD,29.2478
2024-03-06,USD_TWD,29.2306
2024-03-07,USD_TWD,29.3057
2024-03-08,USD_TWD,29.4026
2024-03-11,USD_TWD,29.3849
2024-03-12,USD_TWD,29.4856
2024-03-13,USD_TWD,29.4875
2024-03-14,USD_TWD,29.5806
2024-03-15,USD_TWD,29.5756
2024-03-18,USD_TWD,29.5826
2024-03-19,USD_TWD,29.6021
2024-03-20,USD_TWD,29.7714
2024-03-21,USD_TWD,29.8171
2024-03-22,USD_TWD,29.7791
2024-03-25,USD_TWD,29.831
2024-03-26,USD_TWD,29.8116
2024-03-27,USD_TWD,29.7853
2024-03-28,USD_TWD,29.8341
2024-03-29,USD_TWD,29.8357
2024-04-01,USD_TWD,29.8507
2024-04-02,USD_TWD,29.8514
2024-04-03,USD_TWD,29.8695
2024-04-04,USD_TWD,29.8924
2024-04-05,USD_TWD,29.7881
2024-04-08,USD_TWD,29.813
2024-04-09,USD_TWD,29.7603
2024-04-10,USD_TWD,29.683
2024-04-11,USD_TWD,29.6799
2024-04-12,USD_TWD,29.6844
2024-04-15,USD_TWD,29.6474
2024-04-16,USD_TWD,29.6917
2024-04-17,USD_TWD,29.62
2024-04-18,USD_TWD,29.5983
2024-04-19,USD_TWD,29.5671
2024-04-22,USD_TWD,29.5646
2024-04-23,USD_TWD,29.5795
2024-04-24,USD_TWD,29.5258
2024-04-25,USD_TWD,29.5643
2024-04-26,USD_TWD,29.5677
2024-04-29,USD_TWD,29.467
2024-04-30,USD_TWD,29.3631
2024-05-01,USD_TWD,29.3624
2024-05-02,USD_TWD,29.3508
2024-05-03,USD_TWD,29.3453
2024-05-06,USD_TWD,29.3438
2024-05-07,USD_TWD,29.3557
2024-05-08,USD_TWD,29.4058
2024-05-09,USD_TWD,29.347
2024-05-10,USD_TWD,29.2851
2024-05-13,USD_TWD,29.2274
2024-05-14,USD_TWD,29.2426
2024-05-15,USD_TWD,29.3082
2024-05-16,USD_TWD,29.2854
2024-05-17,USD_TWD,29.1535
2024-05-20,USD_TWD,29.0641
2024-05-21,USD_TWD,29.0205
2024-05-22,USD_TWD,28.9914
2024-05-23,USD_TWD,28.9701
2024-05-24,USD_TWD,28.9721
2024-05-27,USD_TWD,28.9559
2024-05-28,USD_TWD,29.0105
2024-05-29,USD_TWD,28.9752
2024-05-30,USD_TWD,28.9303
2024-05-31,USD_TWD,28.9552
2024-06-03,USD_TWD,28.8752
2024-06-04,USD_TWD,28.8954
2024-06-05,USD_TWD,28.9008
2024-06-06,USD_TWD,28.8931
2024-06-07,USD_TWD,28.9757
2024-06-10,USD_TWD,28.9432
2024-06-11,USD_TWD,29.0506
2024-06-12,USD_TWD,29.0388
2024-06-13,USD_TWD,28.972
2024-06-14,USD_TWD,28.9757
2024-06-17,USD_TWD,28.9196
2024-06-18,USD_TWD,28.8804
2024-06-19,USD_TWD,28.9011
2024-06-20,USD_TWD,28.93
2024-06-21,USD_TWD,28.8976
2024-06-24,USD_TWD,28.9489
2024-06-25,USD_TWD,29.0288
2024-06-26,USD_TWD,29.1039
2024-06-27,USD_TWD,29.1316
2024-06-28,USD_TWD,29.2031
2024-07-01,USD_TWD,29.1042
2024-07-02,USD_TWD,29.0876
2024-07-03,USD_TWD,29.0422
2024-07-04,USD_TWD,29.0484
2024-07-05,USD_TWD,29.0186
2024-07-08,USD_TWD,29.0099
2024-07-09,USD_TWD,29.1082
2024-07-10,USD_TWD,29.0993
2024-07-11,USD_TWD,29.1209
2024-07-12,USD_TWD,29.1088
2024-07-15,USD_TWD,29.1127
2024-07-16,USD_TWD,29.113
2024-07-17,USD_TWD,29.1365
2024-07-18,USD_TWD,29.1977
2024-07-19,USD_TWD,29.2842
2024-07-22,USD_TWD,29.3006
2024-07-23,USD_TWD,29.3316
2024-07-24,USD_TWD,29.2709
2024-07-25,USD_TWD,29.2663
2024-07-26,USD_TWD,29.3158
2024-07-29,USD_TWD,29.3615
2024-07-30,USD_TWD,29.3727
2024-07-31,USD_TWD,29.4195
2024-08-01,USD_TWD,29.4455
2024-08-02,USD_TWD,29.5091
2024-08-05,USD_TWD,29.5245
2024-08-06,USD_TWD,29.5056
2024-08-07,USD_TWD,29.5234
2024-08-08,USD_TWD,29.3677
2024-08-09,USD_TWD,29.3879
2024-08-12,USD_TWD,29.1949
2024-08-13,USD_TWD,29.1044
2024-08-14,USD_TWD,29.128
2024-08-15,USD_TWD,29.1531
2024-08-16,USD_TWD,29.0921
2024-08-19,USD_TWD,29.0548
2024-08-20,USD_TWD,29.1265
2024-08-21,USD_TWD,29.1011
2024-08-22,USD_TWD,29.2186
2024-08-23,USD_TWD,29.2185
2024-08-26,USD_TWD,29.2399
2024-08-27,USD_TWD,29.325
2024-08-28,USD_TWD,29.332
2024-08-29,USD_TWD,29.279
2024-08-30,USD_TWD,29.2733
2024-09-02,USD_TWD,29.2714
2024-09-03,USD_TWD,29.1995
2024-09-04,USD_TWD,29.186
2024-09-05,USD_TWD,29.147
2024-09-06,USD_TWD,29.1955
2024-09-09,USD_TWD,29.1973
2024-09-10,USD_TWD,29.1825
2024-09-11,USD_TWD,29.1769
2024-09-12,USD_TWD,29.1886
2024-09-13,USD_TWD,29.221
2024-09-16,USD_TWD,29.1685
2024-09-17,USD_TWD,29.1138
2024-09-18,USD_TWD,29.1717
2024-09-19,USD_TWD,29.15
2024-09-20,USD_TWD,29.0757
2024-09-23,USD_TWD,29.0989
2024-09-24,USD_TWD,29.1232
2024-09-25,USD_TWD,29.0429
2024-09-26,USD_TWD,29.0549
2024-09-27,USD_TWD,29.0934
2024-09-30,USD_TWD,29.113
2024-10-01,USD_TWD,29.1461
2024-10-02,USD_TWD,29.0724
2024-10-03,USD_TWD,29.0898
2024-10-04,USD_TWD,29.0739
2024-10-07,USD_TWD,29.0486
2024-10-08,USD_TWD,29.0942
2024-10-09,USD_TWD,29.1716
2024-10-10,USD_TWD,29.2659
2024-10-11,USD_TWD,29.3351
2024-10-14,USD_TWD,29.3293
2024-10-15,USD_TWD,29.3479
2024-10-16,USD_TWD,29.3885
2024-10-17,USD_TWD,29.3949
2024-10-18,USD_TWD,29.4018
2024-10-21,USD_TWD,29.4454
2024-10-22,USD_TWD,29.4422
2024-10-23,USD_TWD,29.4036
2024-10-24,USD_TWD,29.3817
2024-10-25,USD_TWD,29.4152
2024-10-28,USD_TWD,29.4153
2024-10-29,USD_TWD,29.4333
2024-10-30,USD_TWD,29.3902
2024-10-31,USD_TWD,29.3703
2024-11-01,USD_TWD,29.4103
2024-11-04,USD_TWD,29.4304
2024-11-05,USD_TWD,29.365
2024-11-06,USD_TWD,29.4412
2024-11-07,USD_TWD,29.4147
2024-11-08,USD_TWD,29.327
2024-11-11,USD_TWD,29.2719
2024-11-12,USD_TWD,29.2181
2024-11-13,USD_TWD,29.2208
2024-11-14,USD_TWD,29.2064
2024-11-15,USD_TWD,29.1887
2024-11-18,USD_TWD,29.2213
2024-11-19,USD_TWD,29.2391
2024-11-20,USD_TWD,29.2558
2024-11-21,USD_TWD,29.2773
2024-11-22,USD_TWD,29.3098
2024-11-25,USD_TWD,29.1986
2024-11-26,USD_TWD,29.1795
2024-11-27,USD_TWD,29.0649
2024-11-28,USD_TWD,29.0668
2024-11-29,USD_TWD,29.0666
2024-12-02,USD_TWD,29.1213
2024-12-03,USD_TWD,29.1835
2024-12-04,USD_TWD,29.1942
2024-12-05,USD_TWD,29.1679
2024-12-06,USD_TWD,29.1934
2024-12-09,USD_TWD,29.1656
2024-12-10,USD_TWD,29.1656
2024-12-11,USD_TWD,29.2173
2024-12-12,USD_TWD,29.188
2024-12-13,USD_TWD,29.2303
2024-12-16,USD_TWD,29.266
2024-12-17,USD_TWD,29.2157
2024-12-18,USD_TWD,29.2669
2024-12-19,USD_TWD,29.3037
2024-12-20,USD_TWD,29.3091
2024-12-23,USD_TWD,29.2688
2024-12-24,USD_TWD,29.2236
2024-12-25,USD_TWD,29.1953
2024-12-26,USD_TWD,29.2238
2024-12-27,USD_TWD,29.1735
2024-12-30,USD_TWD,29.1965
2024-12-31,USD_TWD,29.1313
2025-01-01,USD_TWD,29.1206
2025-01-02,USD_TWD,29.1263
2025-01-03,USD_TWD,29.2545
2025-01-06,USD_TWD,29.182
2025-01-07,USD_TWD,29.2593
2025-01-08,USD_TWD,29.2672
2025-01-09,USD_TWD,29.2888
2025-01-10,USD_TWD,29.2951
2025-01-13,USD_TWD,29.3185
2025-01-14,USD_TWD,29.3104
2025-01-15,USD_TWD,29.3871
2025-01-16,USD_TWD,29.363
2025-01-17,USD_TWD,29.4228
2025-01-20,USD_TWD,29.3887
2025-01-21,USD_TWD,29.3855
2025-01-22,USD_TWD,29.3288
2025-01-23,USD_TWD,29.3528
2025-01-24,USD_TWD,29.4292
2025-01-27,USD_TWD,29.4251
2025-01-28,USD_TWD,29.4147
2025-01-29,USD_TWD,29.3557
2025-01-30,USD_TWD,29.3435
2025-01-31,USD_TWD,29.2594
2025-02-03,USD_TWD,29.2113
2025-02-04,USD_TWD,29.2233
2025-02-05,USD_TWD,29.2926
2025-02-06,USD_TWD,29.4408
2025-02-07,USD_TWD,29.4097
2025-02-10,USD_TWD,29.4857
2025-02-11,USD_TWD,29.4986
2025-02-12,USD_TWD,29.4906
2025-02-13,USD_TWD,29.5135
2025-02-14,USD_TWD,29.5168
2025-02-17,USD_TWD,29.5227
2025-02-18,USD_TWD,29.501
2025-02-19,USD_TWD,29.4267
2025-02-20,USD_TWD,29.345
2025-02-21,USD_TWD,29.3795
2025-02-24,USD_TWD,29.3648
2025-02-25,USD_TWD,29.3333
2025-02-26,USD_TWD,29.3338
2025-02-27,USD_TWD,29.3758
2025-02-28,USD_TWD,29.3853
2025-03-03,USD_TWD,29.3506
2025-03-04,USD_TWD,29.4154
2025-03-05,USD_TWD,29.499
2025-03-06,USD_TWD,29.5253
2025-03-07,USD_TWD,29.577
2025-03-10,USD_TWD,29.6431
2025-03-11,USD_TWD,29.7034
2025-03-12,USD_TWD,29.7363
2025-03-13,USD_TWD,29.7683
2025-03-14,USD_TWD,29.7961
2025-03-17,USD_TWD,29.7373
2025-03-18,USD_TWD,29.7748
2025-03-19,USD_TWD,29.7021
2025-03-20,USD_TWD,29.6596
2025-03-21,USD_TWD,29.7292
2025-03-24,USD_TWD,29.7742
2025-03-25,USD_TWD,29.8539
2025-03-26,USD_TWD,29.8393
2025-03-27,USD_TWD,29.7774
2025-03-28,USD_TWD,29.7645
2025-03-31,USD_TWD,29.8338
2025-04-01,USD_TWD,29.838
2025-04-02,USD_TWD,29.8989
2025-04-03,USD_TWD,29.8795
2025-04-04,USD_TWD,29.8984
2025-04-07,USD_TWD,29.8452
2025-04-08,USD_TWD,29.8694
2025-04-09,USD_TWD,29.8695
2025-04-10,USD_TWD,29.8292
2025-04-11,USD_TWD,29.8166
2025-04-14,USD_TWD,29.8067
2025-04-15,USD_TWD,29.7922
2025-04-16,USD_TWD,29.8872
2025-04-17,USD_TWD,29.8819
2025-04-18,USD_TWD,29.8688
2025-04-21,USD_TWD,29.756
2025-04-22,USD_TWD,29.7081
2025-04-23,USD_TWD,29.694
2025-04-24,USD_TWD,29.6574
2025-04-25,USD_TWD,29.7311
2025-04-28,USD_TWD,29.7223
2025-04-29,USD_TWD,29.7912
2025-04-30,USD_TWD,29.7946
2025-05-01,USD_TWD,29.7966
2025-05-02,USD_TWD,29.7918
2025-05-05,USD_TWD,29.792
2025-05-06,USD_TWD,29.8842
2025-05-07,USD_TWD,29.7594
2025-05-08,USD_TWD,29.6522
2025-05-09,USD_TWD,29.6232
2025-05-12,USD_TWD,29.624
2025-05-13,USD_TWD,29.6608
2025-05-14,USD_TWD,29.686
2025-05-15,USD_TWD,29.6655
2025-05-16,USD_TWD,29.7199
2025-05-19,USD_TWD,29.775
2025-05-20,USD_TWD,29.7849
2025-05-21,USD_TWD,29.8365
2025-05-22,USD_TWD,29.8511
2025-05-23,USD_TWD,29.821
2025-05-26,USD_TWD,29.8584
2025-05-27,USD_TWD,29.8644
2025-05-28,USD_TWD,29.8644
2025-05-29,USD_TWD,29.9436
2025-05-30,USD_TWD,29.8115
2025-06-02,USD_TWD,29.7354
2025-06-03,USD_TWD,29.6719
2025-06-04,USD_TWD,29.6525
2025-06-05,USD_TWD,29.6389
2025-06-06,USD_TWD,29.5585
2025-06-09,USD_TWD,29.5061
2025-06-10,USD_TWD,29.4604
2025-06-11,USD_TWD,29.5907
2025-06-12,USD_TWD,29.6866
2025-06-13,USD_TWD,29.6646
2025-06-16,USD_TWD,29.6452
2025-06-17,USD_TWD,29.5839
2025-06-18,USD_TWD,29.4823
2025-06-19,USD_TWD,29.4761
2025-06-20,USD_TWD,29.4231
2025-06-23,USD_TWD,29.4187
2025-06-24,USD_TWD,29.3339
2025-06-25,USD_TWD,29.2937
2025-06-26,USD_TWD,29.3015
2025-06-27,USD_TWD,29.3208
2025-06-30,USD_TWD,29.3429
2025-07-01,USD_TWD,29.2731
2025-07-02,USD_TWD,29.3182
2025-07-03,USD_TWD,29.2759
2025-07-04,USD_TWD,29.3093
2025-07-07,USD_TWD,29.3087
2025-07-08,USD_TWD,29.2361
2025-07-09,USD_TWD,29.2195
2025-07-10,USD_TWD,29.2387
2025-07-11,USD_TWD,29.2709
2025-07-14,USD_TWD,29.2635
2025-07-15,USD_TWD,29.3442
2025-07-16,USD_TWD,29.3974
2025-07-17,USD_TWD,29.3838
2025-07-18,USD_TWD,29.4235
2025-07-21,USD_TWD,29.5259
2025-07-22,USD_TWD,29.6301
2025-07-23,USD_TWD,29.5646
2025-07-24,USD_TWD,29.5153
2025-07-25,USD_TWD,29.5942
2025-07-28,USD_TWD,29.5378
2025-07-29,USD_TWD,29.4675
2025-07-30,USD_TWD,29.4417
2025-07-31,USD_TWD,29.464
2025-08-01,USD_TWD,29.4586
2025-08-04,USD_TWD,29.4241
2025-08-05,USD_TWD,29.3884
2025-08-06,USD_TWD,29.3507
2025-08-07,USD_TWD,29.3042
2025-08-08,USD_TWD,29.4246
2025-08-11,USD_TWD,29.4403
2025-08-12,USD_TWD,29.4873
2025-08-13,USD_TWD,29.4614
2025-08-14,USD_TWD,29.4515
2025-08-15,USD_TWD,29.4137
2025-08-18,USD_TWD,29.2733
2025-08-19,USD_TWD,29.2007
2025-08-20,USD_TWD,29.1055
2025-08-21,USD_TWD,28.9876
2025-08-22,USD_TWD,28.9253
2025-08-25,USD_TWD,28.9942
2025-08-26,USD_TWD,28.9919
2025-08-27,USD_TWD,29.0593
2025-08-28,USD_TWD,29.0808
2025-08-29,USD_TWD,29.1217
2025-09-01,USD_TWD,29.0745
2025-09-02,USD_TWD,29.1019
2025-09-03,USD_TWD,29.1401
2025-09-04,USD_TWD,29.1099
2025-09-05,USD_TWD,29.1392
2025-09-08,USD_TWD,29.1689
2025-09-09,USD_TWD,29.14
2025-09-10,USD_TWD,29.0811
2025-09-11,USD_TWD,29.0191
2025-09-12,USD_TWD,29.0237
2025-09-15,USD_TWD,29.0407
2025-09-16,USD_TWD,28.9993
2025-09-17,USD_TWD,29.0007
2025-09-18,USD_TWD,29.0305
2025-09-19,USD_TWD,29.0628
2025-09-22,USD_TWD,29.144
2025-09-23,USD_TWD,29.211
2025-09-24,USD_TWD,29.1583
2025-09-25,USD_TWD,29.2467
2025-09-26,USD_TWD,29.2187
2025-09-29,USD_TWD,29.2737
2025-09-30,USD_TWD,29.2773
2025-10-01,USD_TWD,29.2555
2025-10-02,USD_TWD,29.1603
2025-10-03,USD_TWD,29.1513
2025-10-06,USD_TWD,29.0695
2025-10-07,USD_TWD,29.1201
2025-10-08,USD_TWD,29.1996
2025-10-09,USD_TWD,29.1578
2025-10-10,USD_TWD,29.1736
2025-10-13,USD_TWD,29.1355
2025-10-14,USD_TWD,29.1025
2025-10-15,USD_TWD,29.1431
2025-10-16,USD_TWD,29.1411
2025-10-17,USD_TWD,29.2323
2025-10-20,USD_TWD,29.207
2025-10-21,USD_TWD,29.2595
2025-10-22,USD_TWD,29.2646
2025-10-23,USD_TWD,29.3066
2025-10-24,USD_TWD,29.283
2025-10-27,USD_TWD,29.2804
2025-10-28,USD_TWD,29.2743
2025-10-29,USD_TWD,29.2302
2025-10-30,USD_TWD,29.2651
2025-10-31,USD_TWD,29.2993
2025-11-03,USD_TWD,29.3306
2025-11-04,USD_TWD,29.4118
2025-11-05,USD_TWD,29.4885
2025-11-06,USD_TWD,29.4686
2025-11-07,USD_TWD,29.4884
2025-11-10,USD_TWD,29.4553
2025-11-11,USD_TWD,29.4565
2025-11-12,USD_TWD,29.4247
2025-11-13,USD_TWD,29.5105
2025-11-14,USD_TWD,29.5298
2025-11-17,USD_TWD,29.5182
2025-11-18,USD_TWD,29.5817
2025-11-19,USD_TWD,29.4661
2025-11-20,USD_TWD,29.3593
2025-11-21,USD_TWD,29.4013
2025-11-24,USD_TWD,29.4045
2025-11-25,USD_TWD,29.4178
2025-11-26,USD_TWD,29.3475
2025-11-27,USD_TWD,29.3463
2025-11-28,USD_TWD,29.4521
2025-12-01,USD_TWD,29.4958
2025-12-02,USD_TWD,29.5048
2025-12-03,USD_TWD,29.4815
2025-12-04,USD_TWD,29.4606
2025-12-05,USD_TWD,29.3477
2025-12-08,USD_TWD,29.3613
2025-12-09,USD_TWD,29.406
2025-12-10,USD_TWD,29.3226
2025-12-11,USD_TWD,29.2877
2025-12-12,USD_TWD,29.2266
2025-12-15,USD_TWD,29.1759
2025-12-16,USD_TWD,29.1787
2025-12-17,USD_TWD,29.0692
2025-12-18,USD_TWD,29.1013
2025-12-19,USD_TWD,29.1408
2025-12-22,USD_TWD,29.1277
2025-12-23,USD_TWD,28.9976
2025-12-24,USD_TWD,28.9456
2025-12-25,USD_TWD,29.0098
2025-12-26,USD_TWD,28.8648
2025-12-29,USD_TWD,28.8467
2025-12-30,USD_TWD,28.7854
2025-12-31,USD_TWD,28.8271
